concept_id,concept_name
C1720767,Fetus
C0524584,Fetus
C0015965,Fetus
C0025130,"Medicine, Traditional"
C0242390,"Medicine, Traditional"
C0025127,"Medicine, Traditional"
C0025131,"Medicine, Traditional"
C0016419,"Medicine, Traditional"
C0015034,"Medicine, Traditional"
C0242389,"Medicine, Traditional"
C0001691,Consultants
C0009817,Consultants
C0242379,Lung Neoplasms
C0024121,Lung Neoplasms
C1449580,"PTGER3 protein, human"
C0598067,Chondrogenesis
C1610256,1-butyl-3-methylimidazolium chloride
C1956443,1-butyl-3-methylimidazolium chloride
C3489659,1-butyl-3-methylimidazolium chloride
C0050227,9-fluorenone
C0035323,Retinal Pigments
C0662752,"Receptors, Calcium-Sensing"
C0249742,"Receptors, Calcium-Sensing"
C1318127,"YAP1 protein, human"
C0006898,Capillaria
C0019157,Capillaria
C0006896,Capillaria
C0085254,Tissue Fixation
C0954346,polyserine
C0163553,polyserine
C0392806,"Arthroplasty, Replacement, Hip"
C0040508,"Arthroplasty, Replacement, Hip"
C0000678,Epoxide Hydrolases
C0038512,Epoxide Hydrolases
C0026027,Epoxide Hydrolases
C0014628,Epoxide Hydrolases
C3714756,Intellectual Disability
C0025363,Intellectual Disability
C0020796,Intellectual Disability
C0917816,Intellectual Disability
C0015809,Femoral Vein
C1447194,"Ptgs2 protein, mouse"
C0079073,"Genes, src"
C3853557,"Genes, src"
C0038085,"Genes, src"
C0004095,Asthenopia
C0062931,homocitrulline
C0751279,"Leukodystrophy, Metachromatic"
C2713319,"Leukodystrophy, Metachromatic"
C0751278,"Leukodystrophy, Metachromatic"
C0751276,"Leukodystrophy, Metachromatic"
C0023522,"Leukodystrophy, Metachromatic"
C0001623,Adrenal Insufficiency
C0040880,Triazoles
C0014429,Enzyme Activation
C0121772,Haemophilus influenzae type b
C0038446,Primary Visual Cortex
C0949690,Spondylarthritis
C0206149,Oncorhynchus mykiss
C0206150,Oncorhynchus mykiss
C0036108,Oncorhynchus mykiss
C3253323,"MIRN99 microRNA, human"
C3253324,"MIRN99 microRNA, human"
C0751483,Retinoblastoma
C0751484,Retinoblastoma
C0035335,Retinoblastoma
C0524869,Loss of Heterozygosity
C0007401,Steroids
C0038317,Steroids
C0046237,hydroxypropylbetadex (0.58-0.68 MS)
C1098320,olmesartan
C0121772,Haemophilus influenzae type b
C0719343,Cipro HC
C0031705,phosphorus
C0699643,Domeboro
C3536965,sulfate ion
C0000981,acetazolamide
C0002335,alprostadil
C0298067,pirfenidone
C0016330,fluorine
C0008209,chlorine
C0036581,selenium
C0040087,thymine
C0028128,nitric oxide
C0001911,albendazole
C0017814,glutaral
C0085295,interleukin-10
C1330135,Ciprodex
C0071590,polyhistidine
C0137667,polyhistidine
C0137618,polyhistidine
C0955442,polyhistidine
C0047269,3-buten-2-one
C0002668,Amphibians
C0016698,Freeze Drying
C2718309,Histone Deacetylase 1
C0021201,India
C3539735,"LAMP1 protein, human"
C0527555,Kir2.1 channel
C1956042,Cyclic AMP-Dependent Protein Kinase Catalytic Subunits
C1956045,Cyclic AMP-Dependent Protein Kinase Catalytic Subunits
C1956043,Cyclic AMP-Dependent Protein Kinase Catalytic Subunits
C1956044,Cyclic AMP-Dependent Protein Kinase Catalytic Subunits
C0719046,aluminum acetate
C0105248,aluminum acetate
C0102833,aluminum acetate
C0699643,aluminum acetate
C0051510,aluminum acetate
C0699248,Acetazolamide
C1448331,Acetazolamide
C1448326,Acetazolamide
C0000981,Acetazolamide
C1448327,Acetazolamide
C1448328,Acetazolamide
C0949206,Acetazolamide
C0282036,Acetazolamide
C0591362,Acetazolamide
C0699249,Acetazolamide
C1448330,Acetazolamide
C1448332,Acetazolamide
C1448333,Acetazolamide
C1448329,Acetazolamide
C1448325,Acetazolamide
C0234503,Agnosia
C0234506,Agnosia
C0234504,Agnosia
C0563624,Agnosia
C0234501,Agnosia
C0563621,Agnosia
C0454653,Agnosia
C0234509,Agnosia
C0271189,Agnosia
C0422891,Agnosia
C0234502,Agnosia
C0234510,Agnosia
C0563622,Agnosia
C0395013,Agnosia
C0234505,Agnosia
C0459888,Agnosia
C0563625,Agnosia
C0563626,Agnosia
C0234511,Agnosia
C0001816,Agnosia
C0234507,Agnosia
C0391754,"Receptors, Interleukin-1 Type I"
C0025114,Medicare Assignment
C0206016,Medicare Assignment
C0008209,Chlorine
C0027976,New York
C0038593,Subtalar Joint
C0024398,Macaca
C1019044,Scolytinae
C1000995,Spartina
C0234708,Increased intraocular pressure
C0001623,Adrenal failure
C0001925,Albuminuria
C0031039,Pericardial effusion
C0001623,Adrenal insufficiency
C0006849,Oral thrush
C0009691,Congenital cataract
C0039446,Telangiectasia
C0009691,"Cataracts, congenital"
C0007859,Cervicalgia
C0039743,Thanatophoric short stature
C0080203,Tachyarrhythmias
C0039101,"SARCOMA, SYNOVIAL"
C3671887,Increased urinary sodium
C0014145,TESTICULAR GERM CELL TUMOR
C3463918,TESTICULAR GERM CELL TUMOR
C0334517,TESTICULAR GERM CELL TUMOR
C0238451,TESTICULAR GERM CELL TUMOR
C1266158,TESTICULAR GERM CELL TUMOR
C1336708,TESTICULAR GERM CELL TUMOR
C0036631,TESTICULAR GERM CELL TUMOR
C1415537,HEMATOPOIETICALLY EXPRESSED HOMEOBOX
C0040156,"GRAVES DISEASE, SUSCEPTIBILITY TO, 1"
C0018213,"GRAVES DISEASE, SUSCEPTIBILITY TO, 1"
C1848795,"GRAVES DISEASE, SUSCEPTIBILITY TO, 1"
C0009806,Constipation
C4017354,RB TRANSCRIPTIONAL COREPRESSOR 1
C0035335,RB TRANSCRIPTIONAL COREPRESSOR 1
C0694889,RB TRANSCRIPTIONAL COREPRESSOR 1
C4017355,RB TRANSCRIPTIONAL COREPRESSOR 1
C1851162,RB TRANSCRIPTIONAL COREPRESSOR 1
C2608045,RB TRANSCRIPTIONAL COREPRESSOR 1
C0234708,High intraocular pressure
C1419366,REGUCALCIN
C0001883,Respiratory obstruction
C0001883,Airway obstruction
C0742906,Increased C-reactive protein
C0035304,Retinal degeneration
C1862877,ANGIOTENSIN I-CONVERTING ENZYME
C0266313,ANGIOTENSIN I-CONVERTING ENZYME
C1856857,ANGIOTENSIN I-CONVERTING ENZYME
C1862873,ANGIOTENSIN I-CONVERTING ENZYME
C2675470,ANGIOTENSIN I-CONVERTING ENZYME
C1862886,ANGIOTENSIN I-CONVERTING ENZYME
C1413931,ANGIOTENSIN I-CONVERTING ENZYME
C1862874,ANGIOTENSIN I-CONVERTING ENZYME
C1862876,ANGIOTENSIN I-CONVERTING ENZYME
C1832662,ANGIOTENSIN I-CONVERTING ENZYME
C4015787,ANGIOTENSIN I-CONVERTING ENZYME
C0004903,KCNQ1-OVERLAPPING TRANSCRIPT 1
C1416613,KCNQ1-OVERLAPPING TRANSCRIPT 1
C1761613,Conjunctival hyperemia
C0039446,Telangiectases
C3151440,ORTHODENTICLE HOMEOBOX 2
C1864690,ORTHODENTICLE HOMEOBOX 2
C4225589,ORTHODENTICLE HOMEOBOX 2
C3149814,ORTHODENTICLE HOMEOBOX 2
C1418202,ORTHODENTICLE HOMEOBOX 2
C3714756,Intellectual disabilities
C1420369,SECRETED PHOSPHOPROTEIN 1
C0004903,CYCLIN-DEPENDENT KINASE INHIBITOR 1C
C1366618,CYCLIN-DEPENDENT KINASE INHIBITOR 1C
C1846009,CYCLIN-DEPENDENT KINASE INHIBITOR 1C
C4017095,ARYLSULFATASE A
C4017093,ARYLSULFATASE A
C0751279,ARYLSULFATASE A
C1969693,ARYLSULFATASE A
C4017096,ARYLSULFATASE A
C0751278,ARYLSULFATASE A
C4017092,ARYLSULFATASE A
C1843587,ARYLSULFATASE A
C4017094,ARYLSULFATASE A
C0751276,ARYLSULFATASE A
C4017847,ARYLSULFATASE A
C1412553,ARYLSULFATASE A
C0023522,ARYLSULFATASE A
C4017091,ARYLSULFATASE A
C0039446,Cutaneous telangiectasia
C3279454,Renal dysfunction
C0037317,Sleeping disturbances
C0009691,Congenital cataracts
C0700225,Increased serum creatinine
C0037317,Sleep disturbance
C1426592,"PROPROTEIN CONVERTASE, SUBTILISIN/KEXIN-TYPE, 9"
C1863551,"PROPROTEIN CONVERTASE, SUBTILISIN/KEXIN-TYPE, 9"
C3276239,"PROPROTEIN CONVERTASE, SUBTILISIN/KEXIN-TYPE, 9"
C1442492,"LACTAMASE, BETA"
C0009691,"Cataract, congenital"
C0234708,Elevated intraocular pressure
C1970415,FTO ALPHA-KETOGLUTARATE-DEPENDENT DIOXYGENASE
C4225492,FTO ALPHA-KETOGLUTARATE-DEPENDENT DIOXYGENASE
C2752001,FTO ALPHA-KETOGLUTARATE-DEPENDENT DIOXYGENASE
C1825577,INSULIN-LIKE GROWTH FACTOR 2 mRNA-BINDING PROTEIN 2
C3837967,INSULIN-LIKE GROWTH FACTOR 2 mRNA-BINDING PROTEIN 2
C0008928,CLEIDOCRANIAL DYSPLASIA
C1838416,CLEIDOCRANIAL DYSPLASIA
C1861516,CLEIDOCRANIAL DYSPLASIA
C1412192,A DISINTEGRIN AND METALLOPROTEINASE DOMAIN 22
C4693688,A DISINTEGRIN AND METALLOPROTEINASE DOMAIN 22
C0344290,Vitreoretinal degeneration
C0007859,Neck pain
C4016655,RUNT-RELATED TRANSCRIPTION FACTOR 2
C0008928,RUNT-RELATED TRANSCRIPTION FACTOR 2
C1838416,RUNT-RELATED TRANSCRIPTION FACTOR 2
C1861516,RUNT-RELATED TRANSCRIPTION FACTOR 2
C4016654,RUNT-RELATED TRANSCRIPTION FACTOR 2
C4016656,RUNT-RELATED TRANSCRIPTION FACTOR 2
C1419771,RUNT-RELATED TRANSCRIPTION FACTOR 2
C1336634,TOLL-LIKE RECEPTOR 2
C1834752,TOLL-LIKE RECEPTOR 2
C1968668,TOLL-LIKE RECEPTOR 2
C1858438,TOLL-LIKE RECEPTOR 2
C0006849,Thrush
C0004903,BECKWITH-WIEDEMANN SYNDROME
C1851719,BECKWITH-WIEDEMANN SYNDROME
C0006849,Oral candidiasis
C0035335,Retinoblastoma
C0015695,Fatty liver
C0037317,Sleep disturbances
C1537745,MICRO RNA 34A
C1761613,Conjunctival injection
C3714756,Intellectual disability
C0036581,Selenium [Chemical/Ingredient]
C0012463,Dinitrofluorobenzene [Chemical/Ingredient]
C0028128,Nitric Oxide [Chemical/Ingredient]
C3249258,Gadolinium-based Contrast Agent [EPC]
C0001623,Adrenal Insufficiency [Disease/Finding]
C2936329,Asymptomatic Diseases [Disease/Finding]
C0075742,"Antigens, CD38 [Chemical/Ingredient]"
C0043393,YEAST
C0000981,Acetazolamide [Chemical/Ingredient]
C0521542,Brain Stem Infarctions [Disease/Finding]
C0083727,Neurogranin [Chemical/Ingredient]
C0008861,Citrinin [Chemical/Ingredient]
C0386482,"Receptors, Purinergic P2X7 [Chemical/Ingredient]"
C3658228,S100 Calcium Binding Protein beta Subunit [Chemical/Ingredient]
C0039101,"Sarcoma, Synovial [Disease/Finding]"
C0000981,ACETAZOLAMIDE
C0036420,"Scleroderma, Localized [Disease/Finding]"
C0023522,"Leukodystrophy, Metachromatic [Disease/Finding]"
C0035323,Retinal Pigments [Chemical/Ingredient]
C0563622,Visuospatial agnosia
C0001623,Hypoadrenalism
C0015695,Fatty infiltration of liver
C0742906,Elevated C-reactive protein
C1413895,"CYTOCHROME P450, SUBFAMILY VIIIB, POLYPEPTIDE 1"
C0015695,Fatty changes in liver
C0949690,Spondyloarthritis
C1415467,HEART- AND NEURAL CREST DERIVATIVES-EXPRESSED 2
C0015695,Fatty degeneration of liver
C5436965,CYTOTOXIC T LYMPHOCYTE-ASSOCIATED 4
C1332802,CYTOTOXIC T LYMPHOCYTE-ASSOCIATED 4
C3862275,CYTOTOXIC T LYMPHOCYTE-ASSOCIATED 4
C1857845,CYTOTOXIC T LYMPHOCYTE-ASSOCIATED 4
C1833450,CYTOTOXIC T LYMPHOCYTE-ASSOCIATED 4
C4015214,CYTOTOXIC T LYMPHOCYTE-ASSOCIATED 4
C1852391,CYTOTOXIC T LYMPHOCYTE-ASSOCIATED 4
C1540055,TRIBBLES PSEUDOKINASE 3
C0751279,METACHROMATIC LEUKODYSTROPHY
C2713319,METACHROMATIC LEUKODYSTROPHY
C0751278,METACHROMATIC LEUKODYSTROPHY
C0751276,METACHROMATIC LEUKODYSTROPHY
C0023522,METACHROMATIC LEUKODYSTROPHY
C1855255,METACHROMATIC LEUKODYSTROPHY
C1420006,"SARCOGLYCAN, BETA"
C1858593,"SARCOGLYCAN, BETA"
C0004903,H19/IGF2-IMPRINTING CONTROL REGION
C3887743,H19/IGF2-IMPRINTING CONTROL REGION
C1415847,H19/IGF2-IMPRINTING CONTROL REGION
C0700225,Elevated serum creatinine
C0340643,Aortic dissection
C1423633,TOLL-LIKE RECEPTOR 9
C1415525,HES-RELATED FAMILY bHLH TRANSCRIPTION FACTOR WITH YRPW MOTIF 2
C0035335,RETINOBLASTOMA
C1336641,ETS TRANSCRIPTION FACTOR ERG
C3887934,ETS TRANSCRIPTION FACTOR ERG
C1851465,ETS TRANSCRIPTION FACTOR ERG
C0599295,ETS TRANSCRIPTION FACTOR ERG
C0345904,HEPATOCELLULAR CARCINOMA
C2239176,HEPATOCELLULAR CARCINOMA
C2676033,HEPATOCELLULAR CARCINOMA
C0206624,HEPATOCELLULAR CARCINOMA
C0031039,Pericardial effusions
C1855581,Symptoms may be induced by heat
C2239176,Hepatocellular carcinoma
C0026764,"MYELOMA, MULTIPLE"
C0268381,"MYELOMA, MULTIPLE"
C3714756,"Mental retardation, nonspecific"
C1336665,TNF RECEPTOR-ASSOCIATED FACTOR 4
C0031039,Pericardial fluid
C0344290,Vitreoretinal abnormalities
C0231589,Restricted joint movement
C2674644,"KRAS PROTOONCOGENE, GTPase"
C1860985,"KRAS PROTOONCOGENE, GTPase"
C4016403,"KRAS PROTOONCOGENE, GTPase"
C3838644,"KRAS PROTOONCOGENE, GTPase"
C4693979,"KRAS PROTOONCOGENE, GTPase"
C4016400,"KRAS PROTOONCOGENE, GTPase"
C4016404,"KRAS PROTOONCOGENE, GTPase"
C3550165,"KRAS PROTOONCOGENE, GTPase"
C4016402,"KRAS PROTOONCOGENE, GTPase"
C1537502,"KRAS PROTOONCOGENE, GTPase"
C5193174,"KRAS PROTOONCOGENE, GTPase"
C1860991,"KRAS PROTOONCOGENE, GTPase"
C3550163,"KRAS PROTOONCOGENE, GTPase"
C1851162,"KRAS PROTOONCOGENE, GTPase"
C4016401,"KRAS PROTOONCOGENE, GTPase"
C3836560,"KRAS PROTOONCOGENE, GTPase"
C4016405,"KRAS PROTOONCOGENE, GTPase"
C4016288,"KRAS PROTOONCOGENE, GTPase"
C3809005,"KRAS PROTOONCOGENE, GTPase"
C0085295,Interleukin-10 [Chemical/Ingredient]
C0965644,"Hypoxia-Inducible Factor 1, alpha Subunit [Chemical/Ingredient]"
C1959616,PHOSPHATIDYLCHOLINE
C0024121,Lung Neoplasms [Disease/Finding]
C0008209,Chlorine [Chemical/Ingredient]
C1533698,Nitric Oxide Synthase Type II [Chemical/Ingredient]
C0039743,Thanatophoric Dysplasia [Disease/Finding]
C0014859,Esophageal Neoplasms [Disease/Finding]
C0084821,Hepatocyte Nuclear Factor 4 [Chemical/Ingredient]
C1411976,Toll-Like Receptor 4 [Chemical/Ingredient]
C0017814,GLUTARALDEHYDE
C0982164,"FLAVOR,STRAWBERRY"
C0249742,"Receptors, Calcium-Sensing [Chemical/Ingredient]"
C0295921,Excitatory Amino Acid Transporter 2 [Chemical/Ingredient]
C0010404,Cryoglobulins [Chemical/Ingredient]
C0121772,HAEMOPHILUS B
C0016330,FLUORINE
C0008928,Cleidocranial Dysplasia [Disease/Finding]
C0034424,Quinolines [Chemical/Ingredient]
C0031705,PHOSPHORUS
C0069515,"Receptor, ErbB-2 [Chemical/Ingredient]"
C0004095,Asthenopia [Disease/Finding]
C0031039,Pericardial Effusion [Disease/Finding]
C0028128,NITRIC OXIDE
C0298067,PIRFENIDONE
C0011882,Diabetic Neuropathies [Disease/Finding]
C0079785,Macrophage-1 Antigen [Chemical/Ingredient]
C0038317,Steroids [Chemical/Ingredient]
C0080124,"RNA, Antisense [Chemical/Ingredient]"
C0597611,Tumor Suppressor Proteins [Chemical/Ingredient]
C0002335,Alprostadil [Chemical/Ingredient]
C1504464,Endoleak [Disease/Finding]
C3714756,Intellectual Disability [Disease/Finding]
C0035304,Retinal Degeneration [Disease/Finding]
C0040087,Thymine [Chemical/Ingredient]
C0018213,Graves Disease [Disease/Finding]
C0949690,Spondylarthritis [Disease/Finding]
C0001911,ALBENDAZOLE
C0035335,Retinoblastoma [Disease/Finding]
C1706374,Tumor Necrosis Factor Ligand Superfamily Member 13 [Chemical/Ingredient]
C1098320,olmesartan [Chemical/Ingredient]
C0006849,"Candidiasis, Oral [Disease/Finding]"
C0017801,Glutamate-Ammonia Ligase [Chemical/Ingredient]
C0012512,Dipeptides [Chemical/Ingredient]
C0226032,Left anterior descending coronary artery
C0019004,Hemodialysis Procedures
C3866163,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
C3866158,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
C3525400,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
C3866162,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
C3866157,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
C0373335,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
C3866159,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
C0203464,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
C3866160,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
C3866156,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
C3866161,"Ultrasound, abdominal, real time with image documentation; limited (eg, single organ, quadrant, follow-up)"
C0036375,School
C0373334,"Ultrasound, abdominal, real time with image documentation; complete"
C3525400,"Ultrasound, abdominal, real time with image documentation; complete"
C3866164,"Ultrasound, abdominal, real time with image documentation; complete"
C0203464,"Ultrasound, abdominal, real time with image documentation; complete"
C3866165,"Ultrasound, abdominal, real time with image documentation; complete"
C0442519,Home
C0014628,Epoxide Hydrolases [Chemical/Ingredient]
C0001068,Acetyltransferases [Chemical/Ingredient]
C0017814,Glutaral [Chemical/Ingredient]
C0002059,Alkaline Phosphatase [Chemical/Ingredient]
C0033631,Protein Hydrolysates [Chemical/Ingredient]
C0031705,Phosphorus [Chemical/Ingredient]
C0032486,Polyethyleneimine [Chemical/Ingredient]
C0015695,Fatty Liver [Disease/Finding]
C1744635,"Phospholipases A2, Cytosolic [Chemical/Ingredient]"
C1098320,OLMESARTAN
C0009339,Collagen Type X [Chemical/Ingredient]
C3658213,Hypoxia-Inducible Factor-Proline Dioxygenases [Chemical/Ingredient]
C1959616,Phosphatidylcholines [Chemical/Ingredient]
C0001883,Airway Obstruction [Disease/Finding]
C0040880,Triazoles [Chemical/Ingredient]
C0008455,Chondroitin ABC Lyase [Chemical/Ingredient]
C0004903,Beckwith-Wiedemann Syndrome [Disease/Finding]
C0036581,SELENIUM
C0040560,"Toxoplasmosis, Congenital [Disease/Finding]"
C0001911,Albendazole [Chemical/Ingredient]
C0019655,Histoplasmosis [Disease/Finding]
C0016330,Fluorine [Chemical/Ingredient]
C0007859,Neck Pain [Disease/Finding]
C0009806,Constipation [Disease/Finding]
C0013766,Elastomers [Chemical/Ingredient]
C0110610,Connective Tissue Growth Factor [Chemical/Ingredient]
C1956042,Cyclic AMP-Dependent Protein Kinase Catalytic Subunits [Chemical/Ingredient]
C0002335,ALPROSTADIL
C0140080,"Receptor, IGF Type 1 [Chemical/Ingredient]"
C2718309,Histone Deacetylase 1 [Chemical/Ingredient]
C0065911,"Receptors, Melatonin [Chemical/Ingredient]"
C2239176,"Carcinoma, Hepatocellular [Disease/Finding]"
C0062773,Histone Acetyltransferases [Chemical/Ingredient]
C0039446,Telangiectasis [Disease/Finding]
C0060960,Galactolipids [Chemical/Ingredient]
C3536965,SULFATE
C0285890,alpha-Synuclein [Chemical/Ingredient]
C0042736,Viral Proteins [Chemical/Ingredient]
C0531254,"Wiskott-Aldrich Syndrome Protein, Neuronal [Chemical/Ingredient]"
C0001925,Albuminuria [Disease/Finding]
C0008209,CHLORINE
C0391754,"Receptors, Interleukin-1 Type I [Chemical/Ingredient]"
C0581883,Complete deafness
C0040480,Torsion
C1265748,Torsion
C0231467,Torsion
C0226032,Anterior descending branch of left coronary artery
C0232052,Glottic function
C0035304,"Degeneration of retina, NOS"
C0042449,"Vein, NOS"
C0348013,"Vein, NOS"
C0226500,"Vein, NOS"
C0521542,Brain stem infarction
C0263912,"Rotator cuff syndrome, NOS"
C0014628,Epoxide hydrolase
C1367969,Squamous metaplasia
C0025570,Squamous metaplasia
C0031705,"Phosphorus, NOS"
C0302946,"Phosphorus, NOS"
C0000981,Acetazolamide
C0405580,"Adrenal cortical hypofunction, NOS"
C0001623,"Adrenal cortical hypofunction, NOS"
C0040087,Thymine
C1282941,Diabetic neuropathy
C0011882,Diabetic neuropathy
C0085295,Interleukin-10
C0162686,"Dental prosthesis, NOS"
C1959616,Phosphatidyl choline
C0031617,Phosphatidyl choline
C0200017,"Hemodialysis, NOS"
C0019004,"Hemodialysis, NOS"
C0011946,"Hemodialysis, NOS"
C0007859,Cervicodynia
C0008455,Chondroitin ABC lyase
C0149601,Conus medullaris
C0041226,"Trypanosoma, NOS"
C0041215,"Trypanosoma, NOS"
C0040684,Genetic transformation
C0223388,Thirteenth thoracic vertebra
C0234243,Central pain
C0006849,Candidiasis of mouth
C0121772,Haemophilus influenzae type B
